"455150953,2025-01-16T07:55:25Z,1403/10/27 11:25,Ferol,ferol,quote,طبق تحلیل به محدوده حمایتی دوم که گفتم رسید ،مقداری دست به دست شدن و حتی شاید دیدن ۱۱۸۰ تومان و سپس رشد در قالب موج بعدی"
"455150911,2025-01-16T07:54:12Z,1403/10/27 11:24,مجید سوزوکی,majidsuzuki,quote,کاملا درس گرفتم که تو هیچی بلد نیستی،،، چرا که توی بازار سرمایه اولویت اول با سود عملیاتی هست،،،،،،،،،،،،،،"
"455150900,2025-01-16T07:53:48Z,1403/10/27 11:23,Royal,royaladres,twit,#شاخص_بورس \nhttps://www.entekhab.ir/fa/news/845086/%D8%A8%DB%8C%D8%A7%D9%86%DB%8C%D9%87-%D8%AD%D9%85%D8%A7%D8%B3-%D9%BE%D8%B3-%D8%A7%D8%B2-%D8%A7%D8%B9%D9%84%D8%A7%D9%85-%D8%B1%D8%B3%D9%85%DB%8C-%D8%AD%D8%B5%D9%88%D9%84-%D8%A2%D8%AA%D8%B4%E2%80%8C%D8%A8%D8%B3-%D8%A7%DB%8C%D9%86-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D8%AB%D9%85%D8%B1%D9%87-%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%AA-%D8%A7%D9%81%D8%B3%D8%A7%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C-%D9%85%D8%B1%D8%AF%D9%85-%D9%88-%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%AA-%D9%82%D9%87%D8%B1%D9%85%D8%A7%D9%86%D8%A7%D9%86%D9%87-%D9%85%D8%A7-%D8%AF%D8%B1-%D9%86%D9%88%D8%A7%D8%B1-%D8%BA%D8%B2%D9%87-%D8%AF%D8%B1-%D8%B7%D9%88%D9%84-%D8%A8%DB%8C%D8%B4-%D8%A7%D8%B2-%DB%B1%DB%B5-%D9%85%D8%A7%D9%87-%D8%A7%D8%B3%D8%AA-%D8%A7%DB%8C%D9%86-%D8%A7%D9%82%D8%AF%D8%A7%D9%85-%D9%86%D9%82%D8%B7%D9%87%E2%80%8C%DB%8C-%D8%B9%D8%B7%D9%81%DB%8C-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B3%D8%AA%DA%AF%D8%A7%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C-%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A8%D8%A7-%D8%AF%D8%B4%D9%85%D9%86-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AA%D8%AD%D9%82%D9%82-%D8%A7%D9%87%D8%AF%D8%A7%D9%81-%D9%85%D9%84%D8%AA%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A2%D8%B2%D8%A7%D8%AF%DB%8C-%D8%A7%D8%B3%D8%AA%C2%A0\n\nچرا مسلمونها در همه حالت پیروزند؟؟؟؟؟؟؟؟؟؟؟؟؟؟\nچرا بابا ؟؟؟؟؟؟؟؟؟؟؟\nچرا با بازی با کلمات دنبال منحرف کردن ذهن مردم هستید\nواقعیت این هست غزه بخاطر حماقت ح ماس نابود شده \nنسل کشی بدی انجام شده بعد خجالت نمیکشی اسمش را میزاری پیروزی؟؟؟؟؟؟؟؟؟؟؟؟؟"
"455150870,2025-01-16T07:52:04Z,1403/10/27 11:22,یزدان ابراهیمی,yazdanebrahimi,twit,#سآبیک \n\n//"
"455150363,2025-01-16T07:20:05Z,1403/10/27 10:50,aliot,aliotbeniot,retwit,#شاخص_بورس سال ۹۹ تا ۱۴۰۲ صلح بود ،درسته حباب بود ولی یکسال آخرش از قصد آوردن پایین ،فقط چون دولت دست تو جیب شرکتها کرد و سودشونو بلعید بازار ریخت،۱۴۰۲ تا الان جنگ بود ،درسته اول جنگ بد ریخت ،ولی چون دولت گفت میخواد دست درازیشو حذف کنه ،تو همین وسطای جنگ شاخص شد نزدیک ۳ میلیون،بنابراین خود دولتهای ما از جنگ بدترن،الانم باز پای دولت درمیان است،نبود گاز و برق که علنی در کدال دارن اعلام میکنند."
"455150847,2025-01-16T07:50:29Z,1403/10/27 11:20,یاقوت,yaghott,quote,هیچ گربه ای محض رضای خدا موش نمی گیرد. بین کلی حرف خوب نام یک سهم باد کرده زیان ساز را می آورید که مثلاً سیگنال داده باشی.(تشتاد)\nحرف های خوب را بشنوید وعمل کنید. بقیه را هم با معیار خود بسنجید. بقول ایشان حتی به پدر خود نیز اطمینان نکنید چه برسد به غریبه ها."
"455150829,2025-01-16T07:49:22Z,1403/10/27 11:19,یاقوت,yaghott,twit,#زنجان \n سهرابی\n\nسلام. هیچ گربه ه ای محض رضای خدا موش نمی گیرد. بین کلی حرف خوب نام یک سهم باد کرده زیان ساز را می آورید که مثلاً سیگنال داده باشی.(تش تاد زنجان)\nحرف های خوب را بشنوید وعمل کنید. بقیه را هم با معیار خود بسنجید. بقول ایشان حتی به پدر خود نیز اطمینان نکنید چه برسد به غریبه ها."
"455150821,2025-01-16T07:48:31Z,1403/10/27 11:18,بورس باز,omidbana,twit,#زماهان \nچی میگی بابا \nغشوکو که پنجاه ساخته رو ۵۰۰نمیخرن بیان اینی که هفتاد ساخته رو ۲۵۰۰بخرن\nاز پولشون سیر شدن مگه"
"455150817,2025-01-16T07:48:24Z,1403/10/27 11:18,علی علی,ali72879,quote,با سلام \nدوست عزیز با تشکر از اطلاعات بنیادی شما می خواستم بپرسم آیا درباره بازرگانی پتروشیمی و فسادهایی که مدیرانش انجام دادند و شکایات پتروشیمی نوری و پارس بابت طلب های میلیون دلاری خود از این بازرگانی نیز اطلاع دارید؟"
"455150807,2025-01-16T07:48:09Z,1403/10/27 11:18,سورنا,soorena.so,twit,#شاخص_بورس آقای aliot\nهمینجا ما باهم اختلاف نظر داریم ،شما معتقدید که رییس جمهور ودر کل دولتها مترسک هستن ولی من نظرم خلاف نظر شماست ،رییس جمهور از نظر قانون اساسی پس از مقام رهبری شخص دوم مملکت است ،وعملکردش وتصمیماتش در مورد اداره مملکت بسیار مهم است ،شماوضعیت مملکت را در ۸سال دولت آقای خاتمی مقایسه کنید باوضعیت کشور در دوران روسای جمهور بعدی \nونکته مهم بعدی ،شاید رییس جمهور برای بهبود روابط خارجی با سایر کشور ها تصمیم گیر نباشد  (تصمیم گیر)ولی قطعا در تصمیم سازی فوق‌العاده نقش دارد (تصمیم سازی )\nنمونه‌اش را در مورد پایان دادن به جنگ وقبول پذیرش قطع نامه ۵۹۸در گذشته داریم"
